id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
2741_CCE1706_MZmine3_SIRIUS_1_21167	C15H24O5	[M - H2O + H]+	Polyketides	0.4489816427230835	Aromatic polyketides	0.40779781341552734	Simple aromatic polyketides	0.6875327825546265	Anisoles	0.6234590411186218			Anisoles	0.6234590411186218	Phenol ethers	0.9531896114349365	Benzenoids	0.9986091256141663	Organic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities
3190_CCE1706_MZmine3_SIRIUS_1_25122	C10H20O5	[M - H4O2 + H]+	Fatty acids	0.9550307393074036	Fatty Acids and Conjugates	0.9864214658737183	Hydroxy fatty acids	0.9570567607879639	Fatty alcohols	0.659675121307373			Fatty alcohols	0.659675121307373	Fatty Acyls	0.9600100517272949	Lipids and lipid-like molecules	0.8625105023384094	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Medium-chain fatty acids; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2331_CCE1706_MZmine3_SIRIUS_1_17137	C10H19NO3	[M + H]+	Alkaloids	0.4927317500114441	Fatty Acids and Conjugates	0.6974260210990906	Pyrrolidine alkaloids	0.4363703727722168	Beta amino acids and derivatives	0.6295436024665833	Amino acids and derivatives	0.924736738204956	Amino acids, peptides, and analogues	0.9292457699775696	Carboxylic acids and derivatives	0.9997478127479553	Organic acids and derivatives	0.9999699592590332	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Alpha-amino ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Beta amino acids and derivatives; Dialkylamines; Amines; Secondary amines; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3410_CCE1706_MZmine3_SIRIUS_1_27089	C13H22O4	[M - H4O2 + H]+	Fatty acids	0.6264905333518982	Fatty Acids and Conjugates	0.2790873646736145	Dicarboxylic acids	0.23578432202339172	Dicarboxylic acids and derivatives	0.7392958402633667			Dicarboxylic acids and derivatives	0.7392958402633667	Carboxylic acids and derivatives	0.9850053787231445	Organic acids and derivatives	0.9886943697929382	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3191_CCE1706_MZmine3_SIRIUS_1_25124	C10H20O5	[M - H2O + H]+	Fatty acids	0.9114153981208801	Fatty Acids and Conjugates	0.9609423875808716	Dicarboxylic acids	0.8710095882415771	Medium-chain fatty acids	0.829511284828186	Medium-chain fatty acids	0.829511284828186	Fatty acids and conjugates	0.8154271245002747	Fatty Acyls	0.8541604280471802	Lipids and lipid-like molecules	0.7463998198509216	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3636_CCE1706_MZmine3_SIRIUS_1_28872	C18H28O5	[M - H2O + H]+	Terpenoids	0.5756779313087463	Linear polyketides	0.3738009035587311	Open-chain polyketides	0.5148858428001404	Methyl-branched fatty acids	0.6227757334709167	Branched fatty acids	0.7332546710968018	Fatty acids and conjugates	0.6861612200737	Fatty Acyls	0.6979297995567322	Lipids and lipid-like molecules	0.7951233983039856	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2744_CCE1706_MZmine3_SIRIUS_1_21208	C13H18O4	[M + H]+	Terpenoids	0.46635347604751587	Apocarotenoids	0.3963887095451355	Bisabolane sesquiterpenoids	0.13394734263420105	Lipids and lipid-like molecules	0.7110286355018616							Lipids and lipid-like molecules	0.7110286355018616	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3859_CCE1706_MZmine3_SIRIUS_1_30287	C15H24	[M + H]+	Terpenoids	0.9987841248512268	Sesquiterpenoids	0.9946032166481018	Caryophyllane sesquiterpenoids	0.2798830568790436	Sesquiterpenoids	0.7748830318450928			Sesquiterpenoids	0.7748830318450928	Prenol lipids	0.8159281611442566	Lipids and lipid-like molecules	0.7758050560951233	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Sesquiterpenoids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
2745_CCE1706_MZmine3_SIRIUS_1_21228	C16H30N4O2	[M + H]+	Terpenoids	0.504581093788147	Small peptides	0.23817959427833557	Simple amide alkaloids	0.2379838526248932	Amino acids and derivatives	0.5513466596603394	Amino acids and derivatives	0.5513466596603394	Amino acids, peptides, and analogues	0.5631868839263916	Carboxylic acids and derivatives	0.9820203185081482	Organic acids and derivatives	0.9954012632369995	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2334_CCE1706_MZmine3_SIRIUS_1_17154	C18H29NO5	[M + K]+	Alkaloids	0.9757177829742432	Linear polyketides	0.12400208413600922	Simple amide alkaloids	0.24030622839927673	Fatty acid esters	0.5047521591186523			Fatty acid esters	0.5047521591186523	Fatty Acyls	0.8351755738258362	Lipids and lipid-like molecules	0.7420311570167542	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4310_CCE1706_MZmine3_SIRIUS_1_32215	C20H28O4	[M - H2O + H]+	Terpenoids	0.7195659279823303	Diterpenoids	0.7259752750396729	Prostaglandins	0.47579169273376465	Prostaglandins and related compounds	0.6690040230751038	Prostaglandins and related compounds	0.6690040230751038	Eicosanoids	0.6830964088439941	Fatty Acyls	0.38280054926872253	Lipids and lipid-like molecules	0.9141845703125	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2747_CCE1706_MZmine3_SIRIUS_1_21264	C16H24O7	[M - H2O + H]+	Terpenoids	0.4363066554069519	Sesquiterpenoids	0.5435617566108704	Picrotoxane sesquiterpenoids	0.38841456174850464	Tricarboxylic acids and derivatives	0.7890937328338623			Tricarboxylic acids and derivatives	0.7890937328338623	Carboxylic acids and derivatives	0.9501746892929077	Organic acids and derivatives	0.9749985933303833	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3863_CCE1706_MZmine3_SIRIUS_1_30301	C31H55NO7	[M + H]+	Polyketides	0.36573660373687744	Linear polyketides	0.4171200096607208	Open-chain polyketides	0.7597883939743042	Diterpene glycosides	0.6359118223190308	Diterpene glycosides	0.6359118223190308	Terpene glycosides	0.37908950448036194	Prenol lipids	0.10868798941373825	Lipids and lipid-like molecules	0.8980313539505005	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Macrolides and analogues; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; Diterpene glycosides; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2961_CCE1706_MZmine3_SIRIUS_1_23198	C12H18O3	[M - H2O + H]+	Fatty acids	0.8076559901237488	Octadecanoids	0.8224320411682129	Jasmonic acids	0.7257573008537292	Jasmonic acids	0.6807224750518799	Jasmonic acids	0.6807224750518799	Lineolic acids and derivatives	0.941714346408844	Fatty Acyls	0.24090375006198883	Lipids and lipid-like molecules	0.4882015883922577	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Lineolic acids and derivatives; Jasmonic acids; Monocarboxylic acids and derivatives; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3642_CCE1706_MZmine3_SIRIUS_1_28925	C18H26O4	[M - H2O + H]+	Polyketides	0.6717420220375061	Meroterpenoids	0.483134925365448	Prenyl quinone meroterpenoids	0.9167892336845398	Phenol ethers	0.5937119126319885					Phenol ethers	0.5937119126319885	Benzenoids	0.8813130259513855	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Phenol ethers; Benzenoids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities
4087_CCE1706_MZmine3_SIRIUS_1_31309	C11H20O2	[M + H]+	Fatty acids	0.875926673412323	Fatty esters	0.266088604927063	Wax monoesters	0.2653263509273529	Fatty acid methyl esters	0.6373952031135559	Fatty acid methyl esters	0.6373952031135559	Fatty acid esters	0.9282844066619873	Fatty Acyls	0.8829270601272583	Lipids and lipid-like molecules	0.9273210167884827	Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3196_CCE1706_MZmine3_SIRIUS_1_25188	C17H28ClNO4	[M + H]+	Amino acids and Peptides	0.4645352363586426	Linear polyketides	0.23703676462173462	Open-chain polyketides	0.24391967058181763	Secondary carboxylic acid amides	0.6218597292900085	Carboxylic acid amides	0.8228123188018799	Carboxylic acid derivatives	0.9806313514709473	Carboxylic acids and derivatives	0.9623595476150513	Organic acids and derivatives	0.995793342590332	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Methyl esters; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2340_CCE1706_MZmine3_SIRIUS_1_17200	C16H21N5O3	[M + Na]+	Alkaloids	0.7155886292457581	Pseudoalkaloids	0.5439119935035706	Dipeptides	0.3659343421459198	Alpha amino acids and derivatives	0.5976191759109497	Amino acids and derivatives	0.8262946009635925	Amino acids, peptides, and analogues	0.8203603029251099	Carboxylic acids and derivatives	0.9473521113395691	Organic acids and derivatives	0.9116441011428833	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3416_CCE1706_MZmine3_SIRIUS_1_27152	C19H28O5	[M - H2O + H]+	Terpenoids	0.8485156297683716	Sesquiterpenoids	0.6577187180519104	Macrolide lactones	0.12402483075857162	Prenol lipids	0.5789299607276917					Prenol lipids	0.5789299607276917	Lipids and lipid-like molecules	0.5900962948799133	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3197_CCE1706_MZmine3_SIRIUS_1_25198	C13H22O4	[M - H2O + H]+	Terpenoids	0.8257524967193604	Monoterpenoids	0.40838387608528137	Menthane monoterpenoids	0.34942877292633057	Monoterpenoids	0.5461705923080444			Monoterpenoids	0.5461705923080444	Prenol lipids	0.5312755107879639	Lipids and lipid-like molecules	0.7027212381362915	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Monoterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3198_CCE1706_MZmine3_SIRIUS_1_25208	C19H31NO	[M + H]+	Alkaloids	0.6551581025123596	Lysine alkaloids	0.5745930671691895	Quinolizidine alkaloids	0.24069257080554962	Prenol lipids	0.5268080234527588					Prenol lipids	0.5268080234527588	Lipids and lipid-like molecules	0.6967783570289612	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Prenol lipids; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4090_CCE1706_MZmine3_SIRIUS_1_31329	C15H24	[M + H]+	Terpenoids	0.9978285431861877	Sesquiterpenoids	0.9931768178939819	Caryophyllane sesquiterpenoids	0.3447674810886383	Sesquiterpenoids	0.7322908639907837			Sesquiterpenoids	0.7322908639907837	Prenol lipids	0.8002221584320068	Lipids and lipid-like molecules	0.7185485363006592	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Sesquiterpenoids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
4314_CCE1706_MZmine3_SIRIUS_1_32222	C20H43N2O5P	[M + H]+	Fatty acids	0.9960998296737671	Sphingolipids	0.9995594620704651	Sphingoid bases	0.711042582988739	Phosphosphingolipids	0.9309185743331909			Phosphosphingolipids	0.9309185743331909	Sphingolipids	0.9910428524017334	Lipids and lipid-like molecules	0.9712424278259277	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Phosphoethanolamines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Phosphosphingolipids; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3871_CCE1706_MZmine3_SIRIUS_1_30334	C12H22O3	[M - H4O2 + H]+	Fatty acids	0.9913222789764404	Fatty Acids and Conjugates	0.9183875322341919	Hydroxy fatty acids	0.5168313980102539	Medium-chain fatty acids	0.7219914197921753	Medium-chain fatty acids	0.7219914197921753	Fatty acids and conjugates	0.9892247319221497	Fatty Acyls	0.9946162104606628	Lipids and lipid-like molecules	0.9821105599403381	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4315_CCE1706_MZmine3_SIRIUS_1_32224	C29H43NO4	[M + H]+	Terpenoids	0.29119113087654114	Tryptophan alkaloids	0.12395870685577393	Cholane steroids	0.08465461432933807	Alkyl aryl ethers	0.6273770332336426	Alkyl aryl ethers	0.6273770332336426	Ethers	0.9428064227104187	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4093_CCE1706_MZmine3_SIRIUS_1_31337	C21H35NO7	[M - H2O + H]+	Polyketides	0.4869174361228943	Linear polyketides	0.6491521000862122	Open-chain polyketides	0.4410175085067749	N-acyl amines	0.8441343903541565	N-acyl amines	0.8441343903541565	Fatty amides	0.8038536906242371	Fatty Acyls	0.9788888096809387	Lipids and lipid-like molecules	0.9696505665779114	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2547_CCE1706_MZmine3_SIRIUS_1_19265	C18H28O10	[M - H4O2 + H]+	Terpenoids	0.4350101053714752	Fatty acyl glycosides	0.4028603136539459	Fatty acyl glycosides of mono- and disaccharides	0.41488203406333923	Glucuronic acid derivatives	0.5789225697517395	Sugar acids and derivatives	0.6339108943939209	Carbohydrates and carbohydrate conjugates	0.9524847269058228	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; Medium-chain fatty acids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3872_CCE1706_MZmine3_SIRIUS_1_30345	C24H44N2	[M + H]+	Alkaloids	0.7453108429908752	Pseudoalkaloids (transamidation)	0.0840405747294426	Steroidal alkaloids	0.5659976005554199	Steroidal alkaloids	0.7620516419410706			Steroidal alkaloids	0.7620516419410706	Steroids and steroid derivatives	0.6189897060394287	Lipids and lipid-like molecules	0.9776546359062195	Organic compounds; Lipids and lipid-like molecules; Pyrrolidines; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Trialkylamines; Amines; Tertiary amines; Steroidal alkaloids; N-alkylpyrrolidines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
2753_CCE1706_MZmine3_SIRIUS_1_21297	C15H24O5	[M + Na]+	Terpenoids	0.574418842792511	Sesquiterpenoids	0.6651960015296936	Open-chain polyketides	0.6143229603767395	Ketals	0.9655677080154419	Acetals	0.9981940388679504	Ethers	0.99461430311203	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Dioxolanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1,3-dioxolanes; Acetals; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities
3420_CCE1706_MZmine3_SIRIUS_1_27170	C18H30O6	[M - H4O2 + H]+	Polyketides	0.9324135780334473	Linear polyketides	0.43873223662376404	Macrotetrolides	0.36352241039276123	Dicarboxylic acids and derivatives	0.9617550373077393			Dicarboxylic acids and derivatives	0.9617550373077393	Carboxylic acids and derivatives	0.9995531439781189	Organic acids and derivatives	0.9999808073043823	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Oxetanes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Beta propiolactones; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4316_CCE1706_MZmine3_SIRIUS_1_32227	C15H29NO2	[M + H]+	Fatty acids	0.4202449917793274	Fatty Acids and Conjugates	0.5586649179458618	N-acyl amines	0.22545920312404633	Amino fatty acids	0.5985496044158936	Amino fatty acids	0.5985496044158936	Fatty acids and conjugates	0.3670806884765625	Fatty Acyls	0.23475290834903717	Lipids and lipid-like molecules	0.31699880957603455	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2971_CCE1706_MZmine3_SIRIUS_1_23271	C13H20O2	[M + H]+	Terpenoids	0.7752771973609924	Monoterpenoids	0.6001349091529846	Camphane monoterpenoids	0.4423820674419403	Monoterpenoids	0.6750549674034119			Monoterpenoids	0.6750549674034119	Prenol lipids	0.8099708557128906	Lipids and lipid-like molecules	0.7717544436454773	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Monoterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3202_CCE1706_MZmine3_SIRIUS_1_25252	C18H30O6	[M - H4O2 + H]+	Polyketides	0.400835245847702	Fatty Acids and Conjugates	0.2111341953277588	Open-chain polyketides	0.4925251603126526	Long-chain fatty acids	0.6180891394615173	Long-chain fatty acids	0.6180891394615173	Fatty acids and conjugates	0.6176591515541077	Fatty Acyls	0.7910497784614563	Lipids and lipid-like molecules	0.8103822469711304	Organic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Benzenoids; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3652_CCE1706_MZmine3_SIRIUS_1_29007	C10H18O2	[M + H]+	Fatty acids	0.8985587954521179	Fatty esters	0.8964154124259949	Wax monoesters	0.7552220225334167	Fatty acid esters	0.9805518388748169			Fatty acid esters	0.9805518388748169	Fatty Acyls	0.9072698354721069	Lipids and lipid-like molecules	0.9695359468460083	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
